,smi,Score,Score_bin
258,CCc1ccc(CC(=O)NCCC(=O)N2CCOCC2)cc1,-21.267557,0
259,CC(=O)c1ccc(NC(=O)N[C@H](CO)Cc2ccccc2)cc1,-30.038138,1
260,CCN1C[C@@H](C(=O)N[C@H](c2ccc(Cl)cc2)C(C)C)CC1=O,-25.551424,0
261,C[C@H](Sc1nc(O)c2ccccc2n1)C(=O)NCc1ccc2c(c1)OCO2,-32.506398,1
262,CC(C)c1ncc2c(n1)CN(Cc1ccc3c(c1)OCCO3)CC2,-19.724311,0
263,Cc1ccc(-c2cc(C(=O)N3Cc4cnn(CCO)c4C3)[nH]n2)o1,-30.60575,1
264,Cc1c[nH]c(C(=O)N2CC[C@]3(C2)CCCN(CCCc2ccccc2)C3)n1,-16.427047,0
265,C[C@H]1CCCC[C@H]1OCCNC(=O)Nc1cccc(CN2CCCC2=O)c1,-26.430093,0
266,COc1ccc(-c2noc(CN(C)C(=O)c3ccc(Cl)cc3)n2)cc1OC,-29.92122,0
267,CCCN1CCC(NC(=O)c2cccc(OCC(C)C)c2)CC1,-30.419898999999997,1
268,Cc1ccc(C(=O)NCc2ccc(C(=O)O)cc2)cc1S(N)(=O)=O,-37.818032,1
269,none,-22.708736,0
270,c1ccc(CN2CCOC3(CCN([C@@H]4CCOC4)CC3)C2)nc1,-16.457749,0
271,CS(=O)(=O)N1Cc2ccnn2[C@H](COCC2CCOCC2)C1,-21.275805,0
272,C[C@@H](NC(=O)[C@@H]1CCCN(c2cnccn2)C1)c1ccc(Cl)cc1Cl,-32.607528,1
273,O=C(O)[C@@H]1CCN(Cc2ccccc2F)[C@@H]2CCCC[C@@H]12,-28.726896999999997,0
274,CCOC(=O)C1=C(C)Oc2ncn3nc(C)nc3c2[C@@H]1c1ccco1,-18.17401,0
275,COc1ccc2c(c1)c(C(=O)CN1CCN(C3CCCCC3)CC1)c(C)n2C,-15.009394,0
276,CCn1nc(C)c(CNc2ccc3c(C)noc3c2)c1C,-18.259947,0
277,COc1ccc(CN(CC(=O)OC(C)(C)C)[C@@H]2CCS(=O)(=O)C2)cc1,-21.362895,0
278,CC(C)[C@H]1CS[C@H]2N1C(=O)[C@]2(OCc1ccccc1)C1CC1,-20.674375,0
279,Cn1c(SCC(=O)O)nnc1-c1cc(C(F)(F)F)ccc1Cl,-29.440313,0
280,CCCc1n[nH]c([C@@H]2CN(C(=O)[C@H](OC)c3ccccc3)CCO2)n1,-22.235301999999997,0
281,CO[C@@H]1CCCN(C(=O)[C@H](C)n2ccnc2-c2ccccc2)C1,-21.392888,0
282,c1ccc(N2CCOC[C@@]3(CCCN(c4ccncn4)C3)C2)cc1,-20.782801,0
283,COCCO[C@H]1CN(C2CCN(Cc3ccc(O)cc3)CC2)C12CCCCC2,-13.359241,0
284,CCn1c(CNc2ccc(N3CCOCC3)cn2)nc2ccccc21,-26.423623,0
285,Cc1ccccc1NC(=O)CSc1nnc(CNC(=O)c2ccccc2)o1,-28.712401,0
286,O=C1NC(=O)N(c2cccc(Cl)c2)C(=O)/C1=C\c1cccn1-c1ccccc1,-21.862012,0
287,COc1ccccc1OCc1nc(CN(C(=O)C2CC2)C2CC2)cs1,-28.009997,0
288,CN(CC(=O)N1CCOCC1)Cc1ccc(Br)o1,-20.141609,0
289,Cc1ccc2n1CCN(C(=O)Cn1ncc3ccccc3c1=O)[C@@H]2C,-27.625719,0
290,COC(=O)[C@@H]1C(c2ccccc2)=N[C@@H](c2ccccc2)[C@H]1C(=O)OC,-25.86551,0
291,O=C(c1cccs1)N1CCCCC[C@H]1c1nc(-c2ccncc2)no1,-28.733651000000002,0
292,Cc1ccn2c(nnc2C(=O)N2CCOC3(CCCC3)C2)n1,-25.218093,0
293,O=C(CCc1ccccc1)[C@@H]1CCCN(C(=O)c2ccc(F)cc2)C1,-28.619287,0
294,CCOC(=O)c1[nH]c(-c2ccco2)nc1NC(=O)Cc1ccccc1,-22.328633,0
295,Cc1ccc(NC(=O)N2CCN(c3cc(N4CCCC4)nc(C)n3)CC2)cc1F,-19.103558,0
296,COc1cc(C(=O)N[C@H](C)c2cc3ccccc3o2)cc(OC)c1OCC(N)=O,-21.024562,0
297,Cc1cccc(OCCNC(=O)[C@@H](C)N2CCc3cncnc3C2)c1,-14.301737,0
298,COc1ccc(C(=O)NC2CCN(CC(=O)N3CCCCCC3)CC2)cc1,-31.397094,1
299,CCC(=O)N1CCC[C@H](C(=O)N[C@H](c2cccs2)c2ccc(F)cc2)C1,-26.213137,0
300,COc1ccc(Cl)cc1NC(=O)c1ccnc(O[C@H]2CCOC2)c1,-23.681342,0
301,Cc1nc(C)c(-c2ccc(=O)n(CCNC(=O)c3ccc(F)cc3F)n2)s1,-26.595473,0
302,COc1ccc(CCNC(=O)CSc2nc3[nH]c(=O)cc(O)c3s2)cc1,-23.493975,0
303,Cc1n[nH]c(C)c1CC(=O)N1CCC[C@H](c2ccnc(C)n2)C1,-11.908408,0
304,COc1ccc(CCNc2nc3ccccc3c(NCCO)n2)cc1OC,-6.875273,0
305,CC(C)c1ccccc1NC(=O)C(=O)NC[C@@H]1CCCC[C@@H]1O,-27.009649,0
306,O=C(C[C@@H]1COCCN1C(=O)Nc1ccccc1)NCCCn1cncn1,-21.625879,0
307,CN1C(=O)C[C@H](C(=O)O)C12CCN(Cc1cccnc1N)CC2,-23.517345000000002,0
308,CO[C@@H]1CCN(C(=O)c2oc3ccccc3c2C)[C@H]2CCO[C@@H]21,-27.503404999999997,0
309,O=C(c1ccc2nccnc2c1)N1CCC[C@H](Oc2ccncc2Cl)C1,-24.308817,0
310,Cc1ccc(S[C@@H](C)C(=O)NCc2nc(-c3ccccc3)n[nH]2)cc1,-26.630535,0
311,Cc1cc(NC(=O)[C@@H](C)Oc2ccccc2C(=O)Nc2ccccc2)no1,-26.898279,0
312,COc1ccc(-c2nc3ncc(Br)cc3[nH]2)cc1,-22.75665,0
313,CO[C@@H]1O[C@@H]2CO[C@H](c3ccccc3)O[C@H]2[C@H](O)[C@H]1NCc1ccccc1,-17.244494,0
314,c1cc2c(c(CNC3CCN(CC4CCCC4)CC3)c1)OCO2,-19.182692000000007,0
315,O=c1c2sccc2ncn1[C@H]1CCc2ccccc2N=C1O,-21.366819,0
316,CCc1ccccc1NC(=O)[C@@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]2OC(C)(C)O[C@H]21,-18.250204,0
317,COc1ccc(C2=NO[C@@H]3C(=O)N(c4ccc5c(c4)OCO5)C(=O)[C@H]23)c(OC)c1,-32.739594,1
318,O=C(CSCc1nc(Cc2ccc(F)cc2)no1)N1CCCC1,-30.109582,1
319,NC(=O)C1=NO[C@@H](CNS(=O)(=O)C[C@@H]2CCC3(CCC3)O2)C1,-24.352145999999998,0
320,O[C@H](CNC1CCN(c2ncccn2)CC1)COC1CCCCC1,-19.946779,0
321,COC(=O)[C@@H]1CC(=O)N(Cc2ccc(-c3nc4ccccc4s3)cc2)C1,-33.760381,1
322,Cc1nc(N2CCN(C=O)CC2)nc2c1C(=O)C[C@H](c1ccco1)C2,-21.542494,0
323,CC(C)c1nn2c(nnc3c2CCCC3=O)c1-c1ccccc1,-24.280524,0
324,Cc1cc2nc(C(C)C)cc(N3CCN(S(N)(=O)=O)CC3)n2n1,-18.797839,0
325,Cc1nc(-c2ccc(NC(=O)N3CCN(c4ccccn4)CC3)cc2)no1,-26.868316999999998,0
326,CCOc1nn(CC)cc1-c1nnc(SCC(=O)NC2CCCCC2)n1C,-20.57507,0
327,COCCCc1nc(-c2ccc(CC[C@@H](C)NC(C)=O)cc2)cs1,-27.30851,0
328,CCn1c(CN2CCOCC2)nc2cc(NC(=O)c3ccc(Cl)cc3)ccc21,-24.443857,0
329,CN(C)c1nc(N2CCC[C@@H](c3ccncn3)C2)ncc1F,-26.162616,0
330,CN1CCC(Cc2noc(-c3cccc(-n4cccn4)c3)n2)CC1,-22.329054,0
331,COc1ccc(Oc2ccc(C(=O)NC[C@@H](O)c3nccn3C)cc2)cc1,-30.007857,1
332,CCN1C[C@@H](C(=O)NCc2cccnc2-n2cccn2)CC1=O,-28.700058000000002,0
333,COc1cccc(-c2cc(C(=O)Nc3c(C)noc3C)c3c(C)nn(C)c3n2)c1,-24.775260999999997,0
334,COc1cc2ncn(C[C@H](O)c3ccc(Cl)cc3)c(=O)c2cc1OC,-36.415682000000004,1
335,COc1ccc(C(=O)NCC2(N(C)C)CCCCC2)cc1F,-17.243519,0
336,CCO[C@H](C)O[C@@H]1C(=O)N(C(=O)c2ccccc2)[C@@H]1c1ccccc1,-19.383492999999998,0
337,Cc1nn(C)c(C)c1CC(=O)Nc1nc(CN2CCC(C)CC2)cs1,-13.776192000000002,0
338,C[C@H]1Cc2ccccc2N1C(=O)CCn1ncc(=O)c2ccccc21,-30.01604600000001,1
339,COc1ccc([C@H]2CCN(C(=O)c3ccccc3C(C)=O)C2)cc1,-31.579157000000002,1
340,CCc1nc(NC(=O)[C@@H]2CC(=O)N(c3ccc(F)cc3F)C2)sc1C,-27.735675,0
341,O=C(COc1ccc(F)cc1F)NCc1ccc(-n2cccn2)cc1,-30.596139,1
342,Cc1ccc(CNc2nc(=S)[nH]c3ccccc32)o1,-21.265631,0
343,Cc1ccc(OCCN)c(C(=O)NCCCc2nccs2)c1,-10.579724,0
344,CC(C)n1nnnc1S[C@H](C)C(=O)N1CCC(Cc2ccccc2)CC1,-18.242222,0
345,O=C(Cc1ccc(F)cc1)NCCN1CCN(c2ccccc2)CC1,-23.147939,0
346,Cc1nc2ccccc2n1CCNC(=O)c1c[nH]c(=S)n1-c1ccc(F)cc1,-16.4165,0
347,O=C(NCCCO[C@H]1CCCc2ccccc21)NCC[C@@H]1CCCO1,-19.823159,0
348,CCCCc1ccc(C(=O)N2C[C@H]3COCC[C@@]3(O)[C@@H]3COCC[C@@H]32)cc1,-19.224626,0
349,CNC(=O)[C@@H]1CN(Cc2nccn2C)CCN(C2CCOCC2)C1,-11.067007,0
350,O=C(Nc1ccc(OCC(F)(F)F)nc1)N[C@@H]1CCS(=O)(=O)C1,-21.822323,0
351,CCN(C)S(=O)(=O)c1csc(C(=O)Nc2ccccc2Cl)c1,-27.601657,0
352,O=C(Cc1ccc([N+](=O)[O-])cc1)NC[C@H](O)Cc1ccccc1,-26.607552000000002,0
353,COCCSc1nnc(NC(=O)c2c(OC)cccc2OC)s1,-26.446694,0
354,CCCC[C@H]1CN(c2ccccc2OC)C(=O)CN1C(=O)c1ccnn1C,-24.578267,0
355,O=c1nc(NCCc2ccccc2)[nH]nc1Cc1ccccc1,-25.433675,0
356,COC(=O)CC[C@@H](C(=O)OC)N1CCC[C@@H](C2(C)OCCO2)C1,-11.647983,0
357,COc1ccc(CC(=O)Nc2ccc3nc(C)sc3c2)c(OC)c1OC,-34.556864000000004,1
358,Cn1c(-c2ccc(Cl)cc2)nnc1N1CCC[C@@H](c2cc[nH]n2)C1,-33.568056,1
359,COC(=O)C[C@@H](NC(=O)c1cc(F)ccc1Br)C1CC1,-22.192828,0
360,Cc1cccc2c(C(=O)N(C)CC3CCN(C)CC3)cc(-c3cnn(C)c3)nc12,-23.207871,0
361,CCOC(=O)COc1ccc([C@@H]2NC[C@@H](C(=O)O)S2)cc1OC,-15.379696,0
362,CNC(=O)C[C@@H](C)N(C)Cc1ccc2c(C)cc(=O)oc2c1,-23.522123,0
363,Cc1ccc(C(=O)OCC(=O)NCc2ccccc2Cl)o1,-28.743074,0
364,COc1cc(C(=O)Nc2ccc3c(c2)NC(=O)[C@@H](C)O3)cc2c1OCCO2,-16.567032,0
365,O=C(NCC1(c2ccccc2)CCOCC1)NC1CCCCC1,-24.149029000000002,0
366,O=C(OCCCc1nc2ncccn2n1)c1ccn2cncc2c1,-35.85911,1
367,COc1cc(OC)c2c(C)c(-c3ccccc3)c(=O)oc2c1,-20.64902,0
368,Cc1cc(-c2noc(-c3cccnc3)n2)c2ccccc2n1,-30.136638,1
369,CCn1c(S)nc2cc(C(=O)NCCSc3ccccc3)ccc2c1=O,-18.954191,0
370,CC(=O)NC12C[C@@H]3C[C@H](C1)CC(C(=O)N[C@H]1CCCc4ccccc41)(C3)C2,-22.904466,0
371,COc1ccc(C(=O)Nc2ccc3nccnc3c2)cc1-c1ccccn1,-23.930935,0
372,O=C(O)[C@@H]1CN(c2ccc(C(=O)N3CCCC3)cn2)C[C@H]1c1ccncc1,-27.97778,0
373,O=C(OC[C@@H]1CC(=O)N(C2CC2)C1)c1ccn(-c2ccccc2)n1,-28.138687,0
374,O=C(C1CCN(Cc2nc(=O)c3ccccc3[nH]2)CC1)N1CCCCCC1,-20.642515,0
375,O[C@H]1CN(Cc2ccc3c(c2)OCCO3)C[C@@H]1N1CCCCC1,-10.092333,0
376,Cc1ccc(NC(=O)Cn2cnc3ccc(Br)cc3c2=O)cc1C,-22.705819,0
377,Cc1nc(-c2cc(NC(=O)[C@H](NC(=O)c3ccco3)C(C)C)c(C)s2)no1,-27.905990999999997,0
378,CC(C)n1cnc([C@@H]2CN(CC3CC3)C[C@@]23CCCN(C)C3=O)c1,-10.295277,0
379,O=C(CCc1cccc(F)c1)N(C[C@H](O)c1ccc(F)cc1)C1CC1,-27.011770000000002,0
380,none,-27.125671,0
381,CCc1cccc([C@@H]2CC(c3ccc(OC)c(OC)c3)=NN2S(C)(=O)=O)c1,-23.979573000000002,0
382,C[C@H](N)[C@@H]1CCCN(C(=O)[C@H]2C[C@@H]2c2cccc(F)c2F)C1,-12.554476,0
383,Cc1ccc(NC(=O)[C@H](Sc2nnnn2C)c2ccccc2)cc1Cl,-26.375390999999997,0
384,CC(C)(C)c1ccc(NC(=O)NC2(C(=O)O)CCC2)cc1,-26.15972600000001,0
385,CCOc1ccc(Br)cc1C=C1C(=O)N(C)C(=S)N(C)C1=O,-23.607039,0
386,C[C@H](C(=O)NC1(C(=O)O)CCOCC1)N1c2cccc3cccc(c23)C1=O,-24.165682999999998,0
387,C[C@@H](OC(=O)c1csc(-c2ccsc2)n1)C(=O)NC(=O)NC1CC1,-27.224965,0
388,O=C1CCCN1[C@@H]1CCCN(c2ccnc3cc(F)ccc32)C1,-24.054113,0
389,C[C@H](NC(=O)c1ccco1)C(=O)OCc1nc2ccccc2s1,-24.752218,0
390,O=C(Cc1ccc(F)cc1)Nc1cnc2ccccc2c1,-30.597540000000002,1
391,CCn1nc(C2CC2)cc1C(=O)NCc1cc2cc(OC)ccc2nc1O,-26.310097999999996,0
392,CS(=O)(=O)N1CCC[C@@]2(C[C@H](Nc3nccs3)CO2)C1,-24.147694,0
393,C[C@@]12CC[C@@H]3[C@H]([C@@H]1CCC2=O)[C@@H](O)C=C1C[C@H](O)CC[C@]13C,-16.459177,0
394,Cc1ccc2c(Cn3cc(C(F)(F)F)ccc3=O)cc(=O)oc2c1C,-33.244033,1
395,Cc1ccc(-c2nc(C)c(C(=O)NCCNC(=O)C3CC3)s2)o1,-24.963198000000002,0
396,COc1cccc(N2CCN(C[C@@H]3CC=CCC3)CC2=O)c1,-28.790959,0
397,Cc1ccc2[nH]c([C@@H]3CCCN3C(=O)CN3Cc4ccccc4C3=O)nc2c1,-31.055206,1
398,COC(=O)Cn1cc(/C=C2/SC(=O)N(CC(=O)O)C2=O)c2ccccc21,-28.76802,0
399,O=C(CN1CC(=O)NC1=O)N[C@H](Cc1ccccc1Cl)c1ccccc1,-31.28479500000001,1
400,CCCc1ccc(OC[C@H](O)CN[C@@H](C)c2ccccc2)cc1,-26.091186999999998,0
401,Cc1ccc(CNC(=O)NC[C@@H]2CC[C@H](O)C2)c(OC(C)C)c1,-22.168625,0
402,COc1cccc([C@H]2C(C(=O)OC[C@@H]3CCCO3)=C(C)Nc3ncnn32)c1,-23.054237,0
403,CN1CCN(c2ncccc2C(F)(F)F)C[C@]12CCC(=O)N(C)CC2,-20.186395,0
404,C[C@@H]1CCCCN1C(=O)CCN1C(=O)c2ccccc2C1=O,-20.124848999999998,0
405,C[C@@H](CC(=O)N1CCN(c2ncccc2C(N)=O)CC1)n1cccn1,-19.841267000000002,0
406,O=C(Cc1cn2ccsc2n1)N[C@@H]1CCSc2ccc(F)cc21,-24.756531,0
407,Cc1cc2oc(=O)cc(C)c2cc1OC[C@H](O)CNC(C)C,-11.801551,0
408,Cc1ncc2c(c1-c1noc(-c3ccc[nH]3)n1)CCN(C1Cc3ccccc3C1)C2,-18.632835,0
409,CC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,-32.796657,1
410,Cc1nc(-c2cccs2)sc1CNC(=O)c1ncccn1,-25.546229999999998,0
411,CCS(=O)(=O)c1ccc(O)c(NC(=O)[C@@H]2CCCc3[nH]ncc32)c1,-18.676598000000002,0
412,Cc1ccc(NC(=O)Cn2cc(Br)ccc2=O)nc1,-27.063696999999998,0
413,CCS(=O)(=O)[C@H]1[C@H](c2cccc(Cl)c2)C1(CO)CO,-18.659153,0
414,Cn1c2nc(NCCNC(=O)C3CC3)n(Cc3ccccc3)c2c(=O)n(C)c1=O,-24.629339,0
415,O=c1[nH]c2nc(NCCCn3cccn3)ncc2c(=O)n1Cc1ccccc1F,-26.5019,0
416,NC1(CO)CCN(c2ccc3nnc(-c4cc(Cl)cc(Cl)c4)n3n2)CC1,-19.331075,0
417,COCc1cccc(C(=O)N(C)c2ccc(Cl)nc2)c1,-31.219877,1
418,COCC[C@@]1(C(=O)O)CCCN(S(=O)(=O)c2ccc(F)cc2C)C1,-19.385219,0
419,Cc1nonc1OCCCNc1ccc([N+](=O)[O-])c2cccnc12,-19.609284,0
420,COc1cccc2c1OCCCN(C(=O)c1cc(=O)n(C)c(=O)n1C)C2,-20.955018,0
421,CC(C)(C)Oc1ccc(C(=O)N2CCN(Cc3ccon3)CC2)cn1,-32.455278,1
422,O=C(CN1CCN(C(=O)Cc2cccc(F)c2)CC1)Nc1ccccc1Cl,-42.927141999999996,1
423,CO[C@]1(C)C[C@@H](NC(=O)CCn2c(S)nc3ccccc3c2=O)C1(C)C,-18.689951,0
424,O=C(NC1CC1)c1ccc2c(c1)N(Cc1ccccc1)C(=O)CS2,-29.838510999999997,0
425,COc1cc2oc(=O)c(CC(=O)N=c3[nH]c4ccccc4[nH]3)c(C)c2cc1OC,-22.408393,0
426,CN(CCOCC1CC1)C(=O)Nc1ccc([S@](C)=O)c(F)c1,-21.510522,0
427,C[C@H](OC(=O)CCNC1=NS(=O)(=O)c2ccccc21)C(=O)c1ccccc1,-22.378892999999998,0
428,CC(C)(O)[C@@H](O)C(=O)N[C@H](c1ccccc1)c1ccc(F)cc1,-28.856852000000003,0
429,CS(=O)(=O)Nc1nc2ccc(C(=O)N=c3[nH]c4ccccc4[nH]3)cc2s1,-35.46635399999999,1
430,CCN(c1ccc(NC(=O)CN2C(=O)c3ccccc3C2=O)cc1)C(C)C,-15.580348999999998,0
431,Cc1c(C(=O)OCC(=O)NCc2ccc(C)cc2)sc2nc(C)[nH]c(=O)c12,-34.934784,1
432,OC1(Cc2cccc(F)c2)CCN(c2ncnc3cc(F)c(F)cc32)CC1,-30.313940000000002,1
433,Cc1nc2ncnn2c(C)c1CCC(=O)N(C)Cc1cccc2ncccc12,-21.901795,0
434,COc1ccc(OC)c(N(CC(=O)N(C)C2CCCC2)S(C)(=O)=O)c1,-17.61017,0
435,COc1ccc(C[C@H]2CN(Cc3ccc4nonc4c3)CCO2)cc1,-39.671538,1
436,Cc1nc[nH]c1C(=O)NC[C@@H]1CCN(c2cnn(C)c(=O)c2)C1,-32.312871,1
437,O=C(Cc1cccc2ccccc21)NCc1nnnn1-c1ccc(Cl)cc1,-35.628895,1
438,COc1ccc(CCCC(=O)Nc2cccc(C(=O)N3CCC[C@H](O)C3)c2)cc1,-30.730421000000003,1
439,CN(Cc1nc2ccccc2n1C)c1ccnc(-c2ccccc2)n1,-26.53929500000001,0
440,CC(C)c1cc(C(=O)NCCCCc2ccccc2)n(C)n1,-21.175359,0
441,COc1cc(NC(=O)c2cc(C3CC3)nc3onc(C)c32)cc(OC)c1OC,-27.601383000000002,0
442,Cc1nc(C)n(-c2ccc(C(=O)Nc3ccc(F)cc3Cl)cc2)n1,-28.37463300000001,0
443,CN(CC(=O)N1CCC[C@@H](Cc2nc(C3CC3)no2)C1)S(C)(=O)=O,-14.826977,0
444,CC1(C)S[C@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,-37.272412,1
445,C[C@H]1CCCN(c2ncc(CN3CCC4(CC3)NC(=O)N(C)C4=O)cn2)C1,-14.663635999999999,0
446,COc1ccc(NCc2cc(Cl)ccc2O)cc1OC,-23.477318,0
447,Cn1cc(S(=O)(=O)N2C[C@@H](C(=O)O)[C@H](C3CC3)C2)c(=O)n(C)c1=O,-36.865766,1
448,Cn1c2nc(CN3CCCCC3)n(C/C=C\c3ccccc3)c2c(=O)n(C)c1=O,-15.594021,0
449,O=C(c1cc(Cl)c[nH]c1=O)N1CCC[C@@H](C(=O)N2CCOCC2)C1,-33.683889,1
450,CC(C)c1cc(CN(C)c2nccc(-c3ccccn3)n2)no1,-23.328712,0
451,O=C(NC[C@H]1CCS(=O)(=O)C1)c1ccc(Cl)cc1F,-23.06819500000001,0
452,Cc1ccc(NS(=O)(=O)c2cccc3cccnc32)cc1,-25.064830999999998,0
453,O=C(Cc1coc2ccccc12)N[C@@H]1c2ccccc2[C@@H]2CNC[C@@H]21,-20.533103,0
454,FC(F)C(F)(F)CCN1CC[C@H]2OCc3cnnn3[C@H]2C1,-20.008933,0
455,CCOc1cccc(CNc2ccc(OC)c(OC)c2)c1O,-28.458338,0
456,CC[C@@H]1CCc2c(sc(NC(=O)c3cnccn3)c2C(=O)OC)C1,-21.739707,0
457,COc1ccc(C(=O)OCC(=O)c2cc3ccccc3o2)cc1[N+](=O)[O-],-25.026212,0
458,CSc1ncc(C(=O)OCC(=O)c2ccc[nH]2)n1-c1ccc(F)cc1,-26.242971,0
459,COc1cccc(CN2CCN(Cc3ccnc(N4CCCC4)n3)CC2)c1OC,-19.787937,0
460,COc1ccc(S(=O)(=O)C[C@@H](C)C(=O)N2CC[C@H](C(=O)O)C2)cc1,-32.331567,1
461,Cc1cc(Sc2nnc(C3CC3)n2C2CC2)nc(C)n1,-13.935720000000002,0
462,COC[C@H]1CN(C)CC12CCN(C(=O)Cc1ccc3c(c1)OCO3)CC2,-20.268027,0
463,O=C(NC1CCCCC1)[C@@H]1Cc2nc[nH]c2C2(CCCCC2)N1,-11.771091,0
464,CCOc1ccc([C@@H](N)c2n[nH]c(CCN3CCOCC3)n2)cc1OC,-15.209945999999999,0
465,COCCNC(=O)c1sc2cccc(F)c2c1Cl,-20.537429,0
466,CC(C)n1ncc2cc(C(=O)N(C)[C@@H](C)c3ccc(F)cc3)cnc21,-26.802279,0
467,CCOC(=O)C(Nc1ncnc2onc(-c3ccc(F)cc3)c21)C(=O)OCC,-12.861871,0
468,O=C(c1n[nH]c2ccccc21)N1CC[C@@H](Cc2noc(C3CCOCC3)n2)C1,-28.939246999999998,0
469,CSCC[C@@H](C(=O)NC1CCCCCC1)N1Cc2ccccc2C1=O,-22.138838,0
470,Cc1ccc([C@@H](C)NC(=O)CCCc2nc(C(C)(C)C)no2)o1,-25.477246,0
471,O=C(CC(C1CCC1)C1CCC1)N1CC[C@@](CO)(C(F)(F)F)C1,-12.762238,0
472,CC[C@@H](CNC(=O)[C@H](C)Sc1nnc2n1CCCCC2)c1ccccc1,-17.94671,0
473,Cc1nc(N(C)C)ncc1C(=O)Nc1ccccc1CN1CCCC1,-23.449763,0
474,CN(C)S(=O)(=O)c1cccc(C2=N/C(=C/c3ccsc3)C(=O)O2)c1,-30.91661400000001,1
475,CN(Cc1nc2ccsc2c(=O)[nH]1)C(=O)NCC(C)(C)N1CCOCC1,-16.941921,0
476,O=C(NC[C@H]1CCCO1)c1nc2c(nnn2Cc2cccc(Cl)c2)c(O)n1,-22.187239,0
477,NC(=O)[C@H]1CC(C(=O)OC[C@@H]2CCCO2)=NN1c1ccccc1,-29.014841999999998,0
478,CN(C)c1cncc(O[C@@H]2CCN(C(=O)Cn3cccc3)C2)n1,-30.822803000000004,1
479,CC[C@H](C)[C@@H](NC(=N)O)C(=O)N1Cc2ccccc2OC[C@@H]1C,-21.404916,0
480,O=C(CSc1nnc2[nH]c(=O)cc(-c3ccccc3)n21)NCc1ccco1,-27.677335,0
481,O=C(O)c1cc(F)ccc1NS(=O)(=O)c1ccc(F)c(F)c1F,-34.698496,1
482,COC(=O)c1ccc(C(=O)OC)c(S(=O)(=O)N2CCCCCCC2)c1,-18.888038,0
483,O=C(O)[C@H]1CCC(=O)N(CCc2cccnc2)[C@H]1c1ccco1,-30.997315999999998,1
484,Cc1ccc(C)c(S(=O)(=O)N2CC[C@@H](Oc3ccnc(C)n3)C2)c1,-21.738874,0
485,O=C(N[C@H]1CCS(=O)(=O)C1)c1cc2sccc2n1Cc1ccccc1F,-30.419486,1
486,COC(=O)[C@H](C)Sc1ccccc1C(=O)Nc1ncc(C)s1,-18.444479,0
487,O=C(O)[C@H](c1c[nH]c2ccc(CO)cc21)N1CCN(CCN2CCCC2)CC1,-14.374529,0
488,COc1ccc(C(=O)N[C@@H]2CC(=O)N(Cc3ccccc3)C2)c(OC)c1,-38.176402,1
489,O=C(CN1CCN(Cc2ccccc2)CC1)Nc1ccc2c(c1)CCC2,-20.214484,0
490,CNCc1nnc(SCc2cc(C3CCCCC3)no2)n1C,-11.808169,0
491,NC(=O)c1cccc(C(=O)N[C@@H](c2cccs2)C2CCCC2)c1,-25.151779,0
492,CC(C)(C)c1ccc(S(=O)(=O)N2CCN[C@H](C(=O)O)C2)cc1,-13.984745000000002,0
493,CC(C)c1cc(C(=O)NCCN2CCN(C(=O)C3CCC3)CC2)n[nH]1,-21.454028,0
494,CCn1ncc(Br)c1C(=O)N[C@@H]1CCCc2c1cnn2C,-25.441605,0
495,CCCn1c(C)c(C)n2c1nc1c2c(=O)n(Cc2ccccc2F)c(=O)n1C,-17.258844,0
496,Cc1cc(C)n(S(=O)(=O)c2cc(Cl)c(Cl)cc2C)n1,-30.01659,1
497,O=C(O)c1nn(-c2ccc(Br)cc2)c(=O)c2ccccc21,-25.255349,0
498,COc1ccc(-n2cccn2)c(CN2CCC[C@@H]2c2cccnc2)c1,-20.348353,0
499,CCn1c(S[C@@H]2CCOC2=O)nc2sc3c(c2c1=O)CCCC3,-17.436336999999998,0
500,Cn1nccc1CN1CCC[C@H](Cc2cc(Nc3ccccn3)ncn2)C1,-20.914361,0
501,Cc1ccc(S[C@H]2CC(=O)N(c3ccc(F)c(F)c3)C2=O)cc1,-27.566345000000002,0
502,Cc1ccc(CNC(=O)N2CCC3(CC2)Nc2cc(Cl)ccc2C(=O)N3)cc1,-32.187012,1
503,CC(C)CCC[C@H]1CN(C(=O)c2ccc(CN(C)C)o2)CCO1,-15.390654000000001,0
504,CC1(C)Cc2cccc(OCC(=O)NCc3ccc(Cl)cc3)c2O1,-17.601082,0
505,C[C@@H](NC(=O)CCc1ccc2c(c1)OCO2)C(=O)N1CCOCC1,-20.664825,0
506,CCCCC(=O)Nc1cc(F)ccc1N1CCCCC1,-17.560958,0
507,COc1c(C)cnc(CN(C)C(=O)c2ccc3c(c2)NC(=O)[C@@H](C)S3)c1C,-24.875204999999998,0
508,CCCCOc1cc(S(=O)(=O)n2cccn2)ccc1Cl,-11.743292,0
509,CSc1nc(C)c(CCC(=O)NCCCOC2CCCCC2)c(C)n1,-17.968503,0
510,Cn1cnc(CNC(=O)CC2(Cn3cnnn3)CCCCC2)n1,-27.857112,0
511,O=C(NCCc1ccc(OC2CCCC2)cc1)C1CC1,-29.922416,0
